AGS,GEN,question_01,question_02
13072049,Jördenstorf,71,53
13072066,Lelkendorf,14,50
13072082,Prebberede,76,99
13072094,Schorssow,34,98
13072096,Schwasdorf,29,25
13072103,Sukow-Levitzow,84,69
13072109,Thürkow,47,20
13072113,Warnkenhagen,99,35
13072002,Alt Bukow,19,51
13072005,Am Salzhaff,23,47
13072008,Bastorf,53,55
13072014,Biendorf,23,66
13072022,Carinerland,83,88
13072085,Rerik,59,70
13072012,Bentwisch,50,42
13072015,Blankenhagen,40,14
13072032,Gelbensande,65,34
13072072,Mönchhagen,11,66
13072088,Rövershagen,91,81
13072011,Benitz,34,18
13072018,Bröbberow,86,22
13072051,Kassow,30,74
13072090,Rukieten,72,53
13072095,Schwaan,55,77
13072110,Vorbeck,62,39
13072116,Wiendorf,26,12
13072021,Cammin,69,79
13072034,Gnewitz,54,51
13072037,Grammow,14,76
13072076,Nustrow,27,32
13072097,Selpin,49,49
13072102,Stubbendorf,85,42
13072105,Tessin,80,94
13072107,Thelkow,32,70
13072118,Zarnewanz,85,45
13072030,Elmenhorst/Lichtenhagen,17,93
13072057,Kritzmow,52,90
13072064,Lambrechtshagen,84,39
13072077,Papendorf,45,34
13072080,Pölchow,31,44
13072098,Stäbelow,33,63
13072121,Ziesendorf,46,79
13073011,Binz,45,62
13073035,Grimmen,45,41
13073055,Marlow,31,65
13073070,Putbus,93,98
13073080,Sassnitz,48,42
13073088,Stralsund,78,95
13073089,Süderholz,14,48
13073105,Zingst,50,64
13073005,Altenpleen,95,66
13073037,Groß Mohrdorf,58,22
13073044,Klausdorf,99,69
13073046,Kramerhof,95,19
13073066,Preetz,63,54
13073068,Prohn,42,70
13073009,Barth,69,83
13073018,Divitz-Spoldershagen,97,93
13073025,Fuhlendorf,37,36
13073042,Karnin,13,95
13073043,Kenz-Küstrow,49,20
13073051,Löbnitz,26,91
13073053,Lüdershagen,89,17
13073069,Pruchten,16,45
13073077,Saal,10,32
13073094,Trinwillershagen,34,24
13073010,Bergen auf Rügen,84,93
13073014,Buschvitz,86,86
13073027,Garz/Rügen,32,69
13073038,Gustow,12,100
13073049,Lietzow,76,85
13073063,Parchtitz,77,69
13073064,Patzig,25,29
13073065,Poseritz,53,57
13073072,Ralswiek,67,61
13073074,Rappin,80,88
13073083,Sehlen,12,39
13073002,Ahrenshoop,32,31
13073012,Born a.Darß,26,69
13073017,Dierhagen,68,13
13073067,Prerow,66,84
13073100,Wieck a.Darß,66,33
13073103,Wustrow,50,43
13073024,Franzburg,82,96
13073029,Glewitz,88,46
13073034,Gremersdorf-Buchholz,44,73
13073057,Millienhagen-Oebelitz,16,79
13073062,Papenhagen,12,87
13073076,Richtenberg,30,69
13073086,Splietsdorf,98,80
13073096,Velgast,34,68
13073097,Weitenhagen,96,25
13073098,Wendisch Baggendorf,100,99
13073023,Elmenhorst,60,69
13073090,Sundhagen,86,12
13073102,Wittenhagen,43,71
13073006,Baabe,11,81
13073031,Göhren,60,77
13073048,Lancken-Granitz,28,13
13073084,Sellin,26,76
13073106,Zirkow,69,76
13073107,Mönchgut,15,100
13073036,Groß Kordshagen,72,82
13073041,Jakobsdorf,52,46
13073054,Lüssow,16,73
13073060,Niepars,48,26
13073061,Pantelitz,87,71
13073087,Steinhagen,42,94
13073099,Wendorf,40,70
13073104,Zarrendorf,10,27
13073004,Altenkirchen,41,77
13073013,Breege,18,34
13073019,Dranske,41,93
13073030,Glowe,51,84
13073052,Lohme,74,86
13073071,Putgarten,79,60
13073078,Sagard,19,90
13073101,Wiek,81,41
13073007,Bad Sülze,85,39
13073015,Dettmannsdorf,69,93
13073016,Deyelsdorf,48,54
13073020,Drechow,85,28
13073022,Eixen,71,64
13073032,Grammendorf,12,76
13073033,Gransebieth,73,47
13073039,Hugoldsdorf,94,50
13073050,Lindholz,16,62
13073093,Tribsees,25,58
13073001,Ahrenshagen-Daskow,51,72
13073075,Ribnitz-Damgarten,69,47
13073082,Schlemmin,44,52
13073085,Semlow,54,47
13073003,Altefähr,16,18
13073021,Dreschvitz,18,37
13073028,Gingst,16,29
13073040,Insel Hiddensee,87,14
13073045,Kluis,44,32
13073059,Neuenkirchen,25,15
13073073,Rambin,76,89
13073079,Samtens,53,16
13073081,Schaprode,25,57
13073092,Trent,100,83
13073095,Ummanz,75,53
13074026,Grevesmühlen,40,28
13074035,Insel Poel,26,56
13074087,Wismar,56,31
13074002,Bad Kleinen,66,16
13074003,Barnekow,28,26
13074008,Bobitz,10,34
13074019,Dorf Mecklenburg,43,11
13074030,Groß Stieten,15,54
13074031,Hohen Viecheln,74,89
13074047,Lübow,34,69
13074053,Metelsdorf,31,60
13074082,Ventschow,60,100
13074020,Dragun,29,56
13074021,Gadebusch,77,68
13074040,Kneese,24,53
13074043,Krembz,16,29
13074054,Mühlen Eichsen,10,64
13074068,Roggendorf,89,69
13074070,Rögnitz,56,44
13074081,Veelböken,21,67
13074005,Bernstorf,69,84
13074022,Gägelow,50,94
13074069,Roggenstorf,66,17
13074071,Rüting,45,61
13074077,Testorf-Steinfort,42,36
13074079,Upahl,51,98
13074085,Warnow,65,65
13074093,Stepenitztal,56,69
13074010,Boltenhagen,97,38
13074016,Damshagen,22,58
13074032,Hohenkirchen,59,43
13074037,Kalkhorst,79,63
13074039,Klütz,29,43
13074089,Zierow,19,97
13074001,Alt Meteln,54,59
13074012,Brüsewitz,18,84
13074014,Cramonshagen,96,52
13074015,Dalberg-Wendelstorf,97,24
13074024,Gottesgabe,31,43
13074025,Grambow,20,69
13074038,Klein Trebbow,42,68
13074048,Lübstorf,66,82
13074050,Lützow,33,47
13074061,Perlin,94,90
13074062,Pingelshagen,61,97
13074064,Pokrent,82,30
13074072,Schildetal,86,82
13074075,Seehof,61,16
13074088,Zickhusen,15,98
13074004,Benz,99,31
13074007,Blowatz,32,76
13074009,Boiensdorf,100,99
13074034,Hornstorf,13,57
13074044,Krusenhagen,50,10
13074056,Neuburg,47,76
13074006,Bibow,88,69
13074023,Glasin,17,67
13074036,Jesendorf,60,47
13074046,Lübberstorf,13,46
13074057,Neukloster,81,92
13074060,Passee,36,10
13074084,Warin,52,10
13074090,Zurow,91,74
13074091,Züsow,71,43
13074013,Carlow,56,87
13074018,Dechow,84,82
13074028,Groß Molzahn,55,94
13074033,Holdorf,98,37
13074042,Königsfeld,84,85
13074065,Rehna,67,34
13074066,Rieps,94,84
13074073,Schlagsdorf,81,73
13074078,Thandorf,20,86
13074080,Utecht,91,95
13074092,Wedendorfersee,85,95
13074017,Dassow,67,77
13074027,Grieben,24,44
13074049,Lüdersdorf,58,83
13074052,Menzendorf,76,74
13074067,Roduchelstorf,37,74
13074074,Schönberg,23,76
13074076,Selmsdorf,24,29
13074094,Siemz-Niendorf,26,21
13075005,Anklam,91,93
13075039,Greifswald,89,100
13075049,Heringsdorf,17,58
13075105,Pasewalk,56,51
13075130,Strasburg (Uckermark),45,64
13075136,Ueckermünde,10,17
13075021,Buggenhagen,70,60
13075072,Krummin,68,71
13075074,Lassan,55,14
13075087,Lütow,62,52
13075124,Sauzin,38,41
13075144,Wolgast,87,86
13075147,Zemitz,65,10
13075001,Ahlbeck,16,100
13075003,Altwarp,44,60
13075031,Eggesin,76,99
13075037,Grambin,89,35
13075051,Hintersee,48,25
13075075,Leopoldshagen,20,73
13075078,Liepgarten,24,56
13075084,Lübs,99,84
13075085,Luckow,62,93
13075089,Meiersberg,99,19
13075093,Mönkebude,12,80
13075139,Vogelsang-Warsin,29,40
13075007,Bargischow,11,13
13075013,Blesewitz,65,65
13075015,Boldekow,29,54
13075020,Bugewitz,49,46
13075022,Butzow,22,38
13075029,Ducherow,37,90
13075053,Iven,67,66
13075068,Krien,71,95
13075073,Krusenfelde,89,70
13075088,Medow,83,56
13075098,Neu Kosenow,43,18
13075101,Neuenkirchen,23,70
13075110,Postlow,45,62
13075116,Rossin,19,42
13075122,Sarnow,57,88
13075127,Spantekow,55,100
13075128,Stolpe an der Peene,36,35
13075155,Neetzow-Liepen,84,45
13075002,Alt Tellin,81,73
13075009,Bentzin,26,28
13075023,Daberkow,63,97
13075054,Jarmen,91,83
13075070,Kruckow,82,34
13075134,Tutow,14,45
13075140,Völschow,21,64
13075008,Behrenhoff,14,63
13075025,Dargelin,85,16
13075027,Dersekow,20,96
13075050,Hinrichshagen,45,19
13075076,Levenhagen,40,81
13075091,Mesekenhagen,56,41
13075102,Neuenkirchen,38,36
13075141,Wackerow,10,24
13075142,Weitenhagen,23,23
13075011,Bergholz,92,21
13075012,Blankensee,29,66
13075016,Boock,54,29
13075035,Glasow,87,65
13075038,Grambow,53,68
13075067,Krackow,71,16
13075079,Löcknitz,86,77
13075095,Nadrensee,24,76
13075107,Penkun,30,99
13075108,Plöwen,84,82
13075113,Ramin,87,24
13075117,Rossow,76,10
13075119,Rothenklempenow,13,62
13075018,Brünzow,49,22
13075046,Hanshagen,12,22
13075059,Katzow,85,36
13075060,Kemnitz,64,77
13075069,Kröslin,71,95
13075081,Loissin,77,98
13075083,Lubmin,16,100
13075097,Neu Boltenhagen,35,49
13075120,Rubenow,52,65
13075146,Wusterhusen,96,47
13075036,Görmin,48,70
13075082,Loitz,81,44
13075123,Sassen-Trantow,37,71
13075004,Altwigshagen,37,92
13075033,Ferdinandshof,52,49
13075045,Hammer a.d.Uecker,39,13
13075048,Heinrichswalde,47,21
13075118,Rothemühl,67,23
13075131,Torgelow,61,65
13075143,Wilhelmsburg,69,18
13075017,Brietzig,26,67
13075032,Fahrenwalde,11,41
13075042,Groß Luckow,47,23
13075055,Jatznick,64,75
13075063,Koblentz,15,15
13075071,Krugsdorf,76,43
13075103,Nieden,31,74
13075104,Papendorf,63,64
13075109,Polzow,65,13
13075115,Rollwitz,51,47
13075126,Schönwalde,37,72
13075138,Viereck,47,64
13075149,Zerrenthin,91,59
13075058,Karlshagen,46,14
13075092,Mölschow,74,90
13075106,Peenemünde,52,40
13075133,Trassenheide,85,18
13075151,Zinnowitz,74,77
13075010,Benz,24,35
13075026,Dargen,62,92
13075034,Garz,81,23
13075056,Kamminke,34,57
13075065,Korswandt,61,83
13075066,Koserow,34,72
13075080,Loddin,44,24
13075090,Mellenthin,61,46
13075111,Pudagla,10,95
13075114,Rankwitz,73,88
13075129,Stolpe auf Usedom,95,39
13075135,Ückeritz,72,49
13075137,Usedom,78,12
13075148,Zempin,63,83
13075152,Zirchow,94,94
13075006,Bandelin,84,81
13075040,Gribow,93,15
13075041,Groß Kiesow,67,96
13075043,Groß Polzin,74,51
13075044,Gützkow,20,65
13075061,Klein Bünzow,61,15
13075094,Murchin,87,40
13075121,Rubkow,88,83
13075125,Schmatzin,25,44
13075145,Wrangelsburg,19,88
13075150,Ziethen,58,26
13075154,Züssow,82,99
13075156,Karlsburg,60,38
13076014,Boizenburg/Elbe,95,14
13076060,Hagenow,72,38
13076088,Lübtheen,27,31
13076090,Ludwigslust,22,43
13076108,Parchim,90,32
13076009,Bengerstorf,49,18
13076010,Besitz,42,20
13076016,Brahlstorf,41,55
13076030,Dersenow,68,12
13076054,Gresse,69,29
13076055,Greven,31,32
13076102,Neu Gülze,17,90
13076106,Nostorf,18,89
13076122,Schwanheide,35,91
13076136,Teldau,53,87
13076138,Tessin b.Boizenburg,92,94
13076034,Dömitz,96,33
13076053,Grebs-Niendorf,19,69
13076067,Karenz,37,68
13076093,Malk Göhren,45,47
13076094,Malliß,35,27
13076103,Neu Kaliß,69,90
13076143,Vielank,85,48
13076040,Gallin-Kuppentin,13,19
13076051,Granzin,57,90
13076075,Kreien,86,13
13076077,Kritzow,82,28
13076089,Lübz,59,69
13076109,Passow,35,92
13076125,Siggelkow,92,82
13076151,Werder,84,73
13076165,Gehlsbach,15,19
13076168,Ruhner Berge,56,83
13076032,Dobbertin,11,56
13076048,Goldberg,30,93
13076096,Mestlin,39,78
13076104,Neu Poserin,15,25
13076135,Techentin,76,43
13076003,Balow,58,91
13076021,Brunow,99,46
13076027,Dambeck,64,20
13076037,Eldena,72,44
13076049,Gorlosen,47,11
13076050,Grabow,41,45
13076069,Karstädt,47,75
13076076,Kremmin,44,40
13076097,Milow,30,84
13076098,Möllenbeck,11,86
13076100,Muchow,70,65
13076115,Prislich,57,43
13076161,Zierzow,52,98
13076002,Alt Zachun,33,80
13076004,Bandenitz,47,35
13076008,Belsch,45,66
13076013,Bobzin,34,87
13076019,Bresegard bei Picher,60,55
13076041,Gammelin,86,81
13076057,Groß Krams,75,81
13076064,Hoort,56,68
13076065,Hülseburg,64,38
13076070,Kirch Jesar,81,35
13076079,Kuhstorf,73,10
13076099,Moraas,45,78
13076110,Pätow-Steegen,91,26
13076111,Picher,11,24
13076116,Pritzier,51,55
13076119,Redefin,27,49
13076131,Strohkirchen,82,36
13076145,Warlitz,63,63
13076169,Toddin,66,52
13076001,Alt Krenzlin,42,32
13076018,Bresegard bei Eldena,11,37
13076046,Göhlen,100,17
13076058,Groß Laasch,28,74
13076086,Lübesse,25,12
13076087,Lüblow,23,52
13076118,Rastow,33,11
13076134,Sülstorf,63,88
13076141,Uelitz,80,57
13076146,Warlow,68,27
13076156,Wöbbelin,14,43
13076012,Blievenstorf,43,96
13076017,Brenz,27,70
13076105,Neustadt-Glewe,17,59
13076035,Domsühl,65,77
13076056,Groß Godems,97,35
13076068,Karrenzin,47,93
13076085,Lewitzrand,11,24
13076120,Rom,94,79
13076126,Spornitz,39,57
13076129,Stolpe,36,95
13076160,Ziegendorf,17,75
13076162,Zölkow,28,77
13076164,Obere Warnow,94,57
13076006,Barkhagen,34,17
13076114,Plau am See,78,49
13076166,Ganzlin,31,89
13076011,Blankenberg,21,87
13076015,Borkow,13,34
13076020,Brüel,61,34
13076026,Dabel,87,79
13076062,Hohen Pritz,62,20
13076072,Kobrow,77,73
13076078,Kuhlen-Wendorf,69,50
13076101,Mustin,12,48
13076128,Sternberg,99,85
13076148,Weitendorf,57,59
13076155,Witzin,59,40
13076167,Kloster Tempzin,48,47
13076036,Dümmer,85,46
13076063,Holthusen,85,35
13076071,Klein Rogahn,28,59
13076107,Pampow,33,12
13076121,Schossin,88,34
13076130,Stralendorf,15,74
13076147,Warsow,37,90
13076154,Wittenförden,65,39
13076163,Zülow,48,74
13076152,Wittenburg,95,52
13076153,Wittendörp,74,67
13076039,Gallin,10,71
13076073,Kogel,100,62
13076092,Lüttow-Valluhn,29,65
13076142,Vellahn,99,40
13076159,Zarrentin am Schaalsee,19,74
13076005,Banzkow,75,41
13076007,Barnin,27,45
13076023,Bülow,65,42
13076024,Cambs,41,86
13076025,Crivitz,87,38
13076029,Demen,45,18
13076033,Dobin am See,73,96
13076038,Friedrichsruhe,74,66
13076044,Gneven,76,94
13076080,Langen Brütz,67,48
13076082,Leezen,45,50
13076112,Pinnow,43,94
13076113,Plate,31,15
13076117,Raben Steinfeld,72,33
13076133,Sukow,47,90
13076140,Tramm,80,36
13076158,Zapel,90,72
14511000,Chemnitz,39,88
14521010,Amtsberg,32,42
14521020,Annaberg-Buchholz,97,70
14521035,Aue-Bad Schlema,96,91
14521110,Breitenbrunn/Erzgeb.,29,83
14521130,Crottendorf,96,21
14521150,Drebach,94,60
14521160,Ehrenfriedersdorf,96,78
14521170,Eibenstock,93,29
14521200,Gelenau/Erzgeb.,45,11
14521240,Großolbersdorf,28,33
14521250,Großrückerswalde,49,62
14521260,Grünhain-Beierfeld,54,53
14521290,Hohndorf,32,88
14521310,Jahnsdorf/Erzgeb.,13,20
14521320,Johanngeorgenstadt,33,74
14521330,Jöhstadt,99,63
14521355,Lauter-Bernsbach,78,82
14521370,Lößnitz,74,74
14521390,Marienberg,61,14
14521400,Mildenau,62,87
14521410,Neukirchen/Erzgeb.,64,30
14521440,Oberwiesenthal,59,91
14521450,Oelsnitz/Erzgeb.,78,66
14521460,Olbernhau,64,64
14521495,Pockau-Lengefeld,71,88
14521500,Raschau-Markersbach,94,31
14521530,Schneeberg,32,32
14521540,Schönheide,34,47
14521550,Schwarzenberg/Erzgeb.,40,48
14521560,Sehmatal,22,63
14521600,Stützengrün,72,87
14521620,Thalheim/Erzgeb.,84,81
14521630,Thermalbad Wiesenbad,26,62
14521640,Thum,44,100
14521670,Wolkenstein,75,79
14521060,Bärenstein,30,60
14521340,Königswalde,42,81
14521040,Auerbach,88,70
14521120,Burkhardtsdorf,16,72
14521230,Gornsdorf,33,73
14521210,Geyer,23,21
14521610,Tannenberg,20,18
14521380,Lugau/Erzgeb.,82,36
14521430,Niederwürschnitz,67,80
14521510,Scheibenberg,10,83
14521520,Schlettau,75,77
14521140,Deutschneudorf,31,78
14521280,Heidersdorf,58,97
14521570,Seiffen/Erzgeb.,44,28
14521420,Niederdorf,11,84
14521590,Stollberg/Erzgeb.,90,92
14521220,Gornau/Erzgeb.,65,87
14521690,Zschopau,63,77
14521080,Bockau,29,80
14521700,Zschorlau,86,95
14521180,Elterlein,38,77
14521710,Zwönitz,90,73
14521090,Börnichen/Erzgeb.,30,15
14521270,Grünhainichen,49,19
14522020,Augustusburg,50,14
14522035,Bobritzsch-Hilbersdorf,19,96
14522050,Brand-Erbisdorf,33,91
14522070,Claußnitz,11,22
14522080,Döbeln,13,91
14522110,Eppendorf,12,91
14522120,Erlau,56,85
14522140,Flöha,75,45
14522150,Frankenberg/Sa.,34,25
14522170,Frauenstein,31,37
14522180,Freiberg,13,76
14522190,Geringswalde,49,42
14522200,Großhartmannsdorf,71,94
14522210,Großschirma,86,42
14522220,Großweitzschen,94,91
14522230,Hainichen,67,53
14522240,Halsbrücke,40,61
14522250,Hartha,56,24
14522260,Hartmannsdorf,67,35
14522275,Jahnatal,70,28
14522290,Königshain-Wiederau,49,98
14522300,Kriebstein,29,92
14522310,Leisnig,17,39
14522320,Leubsdorf,78,22
14522330,Lichtenau,38,46
14522350,Lunzenau,43,40
14522390,Mulda/Sa.,16,70
14522400,Neuhausen/Erzgeb.,30,16
14522420,Niederwiesa,81,67
14522430,Oberschöna,13,38
14522440,Oederan,20,88
14522460,Penig,56,50
14522470,Rechenberg-Bienenmühle,18,59
14522480,Reinsberg,97,31
14522500,Rossau,98,79
14522510,Roßwein,48,83
14522540,Striegistal,64,81
14522570,Waldheim,68,37
14522580,Wechselburg,57,76
14522060,Burgstädt,28,36
14522380,Mühlau,61,36
14522550,Taura,89,66
14522340,Lichtenberg/Erzgeb.,41,36
14522590,Weißenborn/Erzgeb.,98,51
14522010,Altmittweida,65,76
14522360,Mittweida,61,32
14522280,Königsfeld,41,86
14522490,Rochlitz,72,27
14522530,Seelitz,14,10
14522600,Zettlitz,13,92
14522090,Dorfchemnitz,41,74
14522520,Sayda,98,48
14523010,Adorf/Vogtl.,27,36
14523020,Auerbach/Vogtl.,34,22
14523030,Bad Brambach,76,36
14523040,Bad Elster,81,76
14523090,Ellefeld,88,41
14523100,Elsterberg,49,98
14523160,Klingenthal,63,58
14523170,Lengenfeld,36,17
14523200,Markneukirchen,60,22
14523245,Muldenhammer,12,40
14523280,Neumark,55,51
14523310,Pausa-Mühltroff,95,90
14523320,Plauen,27,15
14523330,Pöhl,83,73
14523360,Rodewisch,16,44
14523365,Rosenbach/Vogtl.,79,26
14523380,Steinberg,37,84
14523450,Weischlitz,71,29
14523120,Falkenstein/Vogtl.,86,69
14523130,Grünbach,38,71
14523290,Neustadt/Vogtl.,61,51
14523190,Limbach,40,53
14523260,Netzschkau,95,66
14523060,Bösenbrunn,42,35
14523080,Eichigt,65,59
14523300,Oelsnitz/Vogtl.,54,99
14523440,Triebel/Vogtl.,64,85
14523150,Heinsdorfergrund,29,68
14523340,Reichenbach im Vogtland,51,51
14523230,Mühlental,97,47
14523370,Schöneck/Vogtl.,14,86
14523270,Neuensalz,83,18
14523430,Treuen,15,65
14523050,Bergen,49,96
14523410,Theuma,43,21
14523420,Tirpersdorf,92,39
14523460,Werda,88,13
14524020,Callenberg,98,75
14524060,Fraureuth,36,11
14524070,Gersdorf,38,20
14524080,Glauchau,34,10
14524090,Hartenstein,37,19
14524120,Hohenstein-Ernstthal,78,55
14524140,Langenbernsdorf,72,86
14524150,Langenweißbach,94,37
14524170,Lichtentanne,37,85
14524200,Mülsen,89,37
14524210,Neukirchen/Pleiße,91,23
14524230,Oberlungwitz,55,91
14524250,Reinsdorf,29,12
14524300,Werdau,64,67
14524310,Wildenfels,29,18
14524320,Wilkau-Haßlau,66,67
14524330,Zwickau,50,98
14524030,Crimmitschau,82,29
14524050,Dennheritz,69,70
14524040,Crinitzberg,16,24
14524100,Hartmannsdorf b.Kirchberg,47,63
14524110,Hirschfeld,52,83
14524130,Kirchberg,92,40
14524180,Limbach-Oberfrohna,94,23
14524220,Niederfrohna,53,98
14524190,Meerane,65,68
14524270,Schönberg,79,99
14524010,Bernsdorf,43,36
14524160,Lichtenstein/Sa.,35,69
14524280,St. Egidien,20,47
14524240,Oberwiera,34,55
14524260,Remse,94,92
14524290,Waldenburg,81,96
14612000,Dresden,42,58
14625010,Arnsdorf,83,82
14625020,Bautzen,31,81
14625030,Bernsdorf,10,54
14625060,Burkau,26,53
14625090,Cunewalde,47,61
14625100,Demitz-Thumitz,53,78
14625110,Doberschau-Gaußig,10,45
14625120,Elsterheide,97,74
14625130,Elstra,82,35
14625150,Göda,22,67
14625160,Großdubrau,32,49
14625200,Großröhrsdorf,23,37
14625220,Haselbachtal,94,33
14625230,Hochkirch,45,34
14625240,Hoyerswerda,94,98
14625250,Kamenz,86,12
14625280,Königswartha,27,33
14625290,Kubschütz,69,37
14625310,Lauta,95,39
14625330,Lohsa,92,31
14625340,Malschwitz,85,78
14625380,Neukirch/Lausitz,29,60
14625420,Oßling,92,71
14625430,Ottendorf-Okrilla,63,48
14625480,Radeberg,71,56
14625490,Radibor,66,56
14625525,Schirgiswalde-Kirschau,83,75
14625530,Schmölln-Putzkau,41,70
14625550,Schwepnitz,34,84
14625560,Sohland a.d.Spree,11,90
14625570,Spreetal,88,33
14625590,Steinigtwolmsdorf,44,59
14625600,Wachau,80,100
14625610,Weißenberg,96,40
14625630,Wilthen,25,95
14625640,Wittichenau,27,77
14625040,Bischofswerda,35,85
14625510,Rammenau,87,15
14625140,Frankenthal,71,82
14625170,Großharthau,12,87
14625190,Großpostwitz/O.L.,14,63
14625390,Obergurig,95,89
14625270,Königsbrück,45,58
14625300,Laußnitz,72,89
14625370,Neukirch,89,93
14625360,Neschwitz,87,30
14625460,Puschwitz,40,62
14625180,Großnaundorf,87,87
14625320,Lichtenberg,20,86
14625410,Ohorn,11,55
14625450,Pulsnitz,22,43
14625580,Steina,18,43
14625080,Crostwitz,64,62
14625350,Nebelschütz,10,76
14625440,Panschwitz-Kuckau,91,26
14625470,Räckelwitz,70,23
14625500,Ralbitz-Rosenthal,40,74
14626060,Boxberg/O.L.,85,72
14626085,Ebersbach-Neugersdorf,81,69
14626110,Görlitz,77,32
14626180,Herrnhut,88,69
14626245,Kottmar,28,66
14626250,Krauschwitz i.d.O.L.,79,38
14626280,Leutersdorf,14,90
14626300,Markersdorf,91,14
14626310,Mittelherwigsdorf,52,81
14626370,Niesky,64,47
14626390,Oderwitz,62,46
14626420,Ostritz,63,94
14626530,Seifhennersdorf,78,12
14626610,Zittau,27,28
14626010,Bad Muskau,17,18
14626100,Gablenz,86,68
14626030,Bernstadt a.d.Eigen,46,13
14626500,Schönau-Berzdorf a.d.Eigen,44,94
14626140,Großschönau,27,47
14626170,Hainewalde,97,70
14626150,Großschweidnitz,92,68
14626270,Lawalde,71,34
14626290,Löbau,15,23
14626470,Rosenbach,88,93
14626070,Dürrhennersdorf,96,80
14626350,Neusalza-Spremberg,29,40
14626510,Schönbach,36,86
14626050,Bertsdorf-Hörnitz,33,91
14626210,Jonsdorf,32,68
14626400,Olbersdorf,32,31
14626430,Oybin,84,51
14626020,Beiersdorf,55,32
14626410,Oppach,63,48
14626240,Königshain,92,87
14626450,Reichenbach/O.L.,96,21
14626570,Vierkirchen,72,68
14626260,Kreba-Neudorf,17,58
14626460,Rietschen,46,35
14626160,Hähnichen,92,13
14626480,Rothenburg/O.L.,22,14
14626120,Groß Düben,43,33
14626490,Schleife,75,37
14626560,Trebendorf,56,67
14626590,Weißkeißel,15,52
14626600,Weißwasser/O.L.,46,100
14626190,Hohendubrau,87,16
14626320,Mücka,70,85
14626440,Quitzdorf am See,80,66
14626580,Waldhufen,38,85
14626200,Horka,80,82
14626230,Kodersdorf,43,71
14626330,Neißeaue,62,37
14626520,Schöpstal,74,65
14627010,Coswig,64,62
14627020,Diera-Zehren,73,52
14627030,Ebersbach,78,83
14627050,Gröditz,15,70
14627060,Großenhain,11,15
14627070,Hirschstein,38,13
14627080,Käbschütztal,13,22
14627100,Klipphausen,10,23
14627130,Lommatzsch,89,18
14627140,Meißen,21,86
14627150,Moritzburg,62,96
14627170,Niederau,80,25
14627180,Nossen,12,12
14627200,Priestewitz,94,89
14627210,Radebeul,15,77
14627220,Radeburg,19,78
14627230,Riesa,100,14
14627260,Stauchitz,85,96
14627270,Strehla,82,92
14627290,Thiendorf,11,59
14627310,Weinböhla,68,31
14627360,Zeithain,85,90
14627040,Glaubitz,59,53
14627190,Nünchritz,92,71
14627240,Röderaue,47,53
14627340,Wülknitz,92,52
14627110,Lampertswalde,48,48
14627250,Schönfeld,59,87
14628050,Bannewitz,51,14
14628060,Dippoldiswalde,93,83
14628100,Dürrröhrsdorf-Dittersbach,96,24
14628110,Freital,95,91
14628130,Glashütte,41,57
14628160,Heidenau,100,46
14628190,Hohnstein,60,17
14628220,Kreischa,19,33
14628260,Neustadt in Sachsen,85,31
14628300,Rabenau,25,28
14628360,Sebnitz,82,19
14628380,Stolpen,63,37
14628410,Wilsdruff,72,86
14628010,Altenberg,17,67
14628170,Hermsdorf/Erzgeb.,43,91
14628020,Bad Gottleuba-Berggießhübel,62,92
14628040,Bahretal,59,93
14628230,Liebstadt,81,22
14628030,Bad Schandau,21,19
14628320,Rathmannsdorf,94,70
14628330,Reinhardtsdorf-Schöna,100,19
14628080,Dohna,60,60
14628250,Müglitztal,93,11
14628140,Gohrisch,49,35
14628210,Königstein/Sächs.Schw.,94,39
14628310,Rathen,97,77
14628340,Rosenthal-Bielatal,64,76
14628390,Struppen,42,93
14628240,Lohmen,25,40
14628370,Stadt Wehlen,68,65
14628070,Dohma,22,41
14628270,Pirna,95,99
14628150,Hartmannsdorf-Reichenau,70,56
14628205,Klingenberg,10,66
14628090,Dorfhain,85,48
14628400,Tharandt,67,41
14713000,Leipzig,50,59
14729030,Bennewitz,19,75
14729040,Böhlen,79,63
14729050,Borna,89,98
14729060,Borsdorf,74,14
14729070,Brandis,12,80
14729080,Colditz,32,64
14729140,Frohburg,29,67
14729150,Geithain,66,46
14729160,Grimma,100,28
14729170,Groitzsch,64,12
14729190,Großpösna,32,12
14729220,Kitzscher,81,70
14729245,Lossatal,93,17
14729250,Machern,47,84
14729260,Markkleeberg,73,69
14729270,Markranstädt,51,30
14729320,Neukieritzsch,51,26
14729360,Regis-Breitingen,52,14
14729370,Rötha,34,26
14729380,Thallwitz,73,65
14729400,Trebsen/Mulde,100,95
14729410,Wurzen,94,70
14729430,Zwenkau,45,37
14729010,Bad Lausick,79,98
14729330,Otterwisch,71,35
14729020,Belgershain,43,100
14729300,Naunhof,39,20
14729340,Parthenstein,54,18
14729100,Elstertrebnitz,21,22
14729350,Pegau,98,67
14730020,Bad Düben,82,59
14730045,Belgern-Schildau,36,47
14730050,Cavertitz,30,56
14730060,Dahlen,100,80
14730070,Delitzsch,63,67
14730080,Doberschütz,17,10
14730110,Eilenburg,60,58
14730160,Laußig,70,35
14730170,Liebschützberg,58,32
14730180,Löbnitz,85,62
14730190,Mockrehna,46,73
14730200,Mügeln,44,67
14730210,Naundorf,50,83
14730230,Oschatz,94,77
14730250,Rackwitz,12,53
